reaction_id,input_key,reaction_role,identifier_type,value
ord-f980d50ac3ae43a58ddfe2efc500c048,metal and ligand,CATALYST,SMILES,CC(=O)O.CC(=O)O.[Pd]
ord-f980d50ac3ae43a58ddfe2efc500c048,metal and ligand,CATALYST,SMILES,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C
ord-f980d50ac3ae43a58ddfe2efc500c048,metal and ligand,CATALYST,SMILES,CC(=O)O.CC(=O)O.[Pd]
ord-8b74efad6e6646bdaf4fdb6de38026cc,Base,REAGENT,SMILES,C(=O)([O-])[O-].[Cs+].[Cs+]
ord-8b74efad6e6646bdaf4fdb6de38026cc,Solvent,SOLVENT,SMILES,C1COCCO1
ord-8b74efad6e6646bdaf4fdb6de38026cc,amine,REACTANT,SMILES,C1C[C@@H](C2=NC(=NN2C1)N)C3=CC=C(C=C3)F
ord-8b74efad6e6646bdaf4fdb6de38026cc,aryl halide,REACTANT,SMILES,C1=CC(=CC=C1CC#N)Br
ord-8b74efad6e6646bdaf4fdb6de38026cc,metal and ligand,CATALYST,SMILES,C1CCC(CC1)P(C2CCCCC2)C3=CC=CC=C3C4=CC=CC=C4
ord-8b74efad6e6646bdaf4fdb6de38026cc,metal and ligand,CATALYST,SMILES,C1CCC(CC1)P(C2CCCCC2)C3=CC=CC=C3C4=CC=CC=C4
ord-2784ae4fbb2641c38c53b79f14f3e80f,Base,REAGENT,SMILES,CC(C)(C)[O-].[Na+]
ord-2784ae4fbb2641c38c53b79f14f3e80f,Solvent,SOLVENT,SMILES,CC1=CC=CC=C1
ord-2784ae4fbb2641c38c53b79f14f3e80f,amine,REACTANT,SMILES,CN1CCC[C@@H]1COC2=CN=C(C=C2)N
ord-2784ae4fbb2641c38c53b79f14f3e80f,aryl halide,REACTANT,SMILES,C1=CC=C2C(=C1)N=CN2C3=CC(=NC=N3)Cl
ord-2784ae4fbb2641c38c53b79f14f3e80f,metal and ligand,CATALYST,SMILES,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C
ord-2784ae4fbb2641c38c53b79f14f3e80f,metal and ligand,CATALYST,SMILES,C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd]
ord-2784ae4fbb2641c38c53b79f14f3e80f,metal and ligand,CATALYST,SMILES,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C
ord-2784ae4fbb2641c38c53b79f14f3e80f,metal and ligand,CATALYST,SMILES,C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd]
ord-7ce32a5d4abb4826b07e10a8720e8cf8,Base,REAGENT,SMILES,CC(C)(C)[O-].[Na+]
ord-7ce32a5d4abb4826b07e10a8720e8cf8,Solvent,SOLVENT,SMILES,CC1=CC=CC=C1
ord-7ce32a5d4abb4826b07e10a8720e8cf8,amine,REACTANT,SMILES,C1CNCCC12OCCO2
ord-7ce32a5d4abb4826b07e10a8720e8cf8,aryl halide,REACTANT,SMILES,COC1=CC(=CN=C1)Br
ord-7ce32a5d4abb4826b07e10a8720e8cf8,metal and ligand,CATALYST,SMILES,CC(C)C1=CC(=C(C(=C1)C(C)C)C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C)C
ord-7ce32a5d4abb4826b07e10a8720e8cf8,metal and ligand,CATALYST,SMILES,CC(=O)O.CC(=O)O.[Pd]
ord-7ce32a5d4abb4826b07e10a8720e8cf8,metal and ligand,CATALYST,SMILES,CC(C)C1=CC(=C(C(=C1)C(C)C)C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C)C
ord-7ce32a5d4abb4826b07e10a8720e8cf8,metal and ligand,CATALYST,SMILES,CC(=O)O.CC(=O)O.[Pd]
ord-acf9860e722c4b4598d1b2c19d9e27a1,Base,REAGENT,SMILES,CC(C)(C)[O-].[Na+]
ord-acf9860e722c4b4598d1b2c19d9e27a1,Solvent,SOLVENT,SMILES,COCCOC
ord-acf9860e722c4b4598d1b2c19d9e27a1,amine,REACTANT,SMILES,C1=CC(=CN=C1)N
ord-acf9860e722c4b4598d1b2c19d9e27a1,aryl halide,REACTANT,SMILES,C1=CC(=CN=C1)Br
ord-acf9860e722c4b4598d1b2c19d9e27a1,metal and ligand,CATALYST,SMILES,CC(C1CCCC1P(C2CCCCC2)C3CCCCC3)P(C(C)(C)C)C(C)(C)C.C1CCCC1.[Fe]
ord-acf9860e722c4b4598d1b2c19d9e27a1,metal and ligand,CATALYST,SMILES,CC(=O)O.CC(=O)O.[Pd]
ord-acf9860e722c4b4598d1b2c19d9e27a1,metal and ligand,CATALYST,SMILES,CC(C1CCCC1P(C2CCCCC2)C3CCCCC3)P(C(C)(C)C)C(C)(C)C.C1CCCC1.[Fe]
ord-acf9860e722c4b4598d1b2c19d9e27a1,metal and ligand,CATALYST,SMILES,CC(=O)O.CC(=O)O.[Pd]
ord-8d4927e597524dbea6e64f777b1f4296,Base,REAGENT,SMILES,CC(C)(C)[O-].[Na+]
ord-8d4927e597524dbea6e64f777b1f4296,Solvent,SOLVENT,SMILES,COCCOC
ord-8d4927e597524dbea6e64f777b1f4296,amine,REACTANT,SMILES,C1=CC(=CN=C1)N
ord-8d4927e597524dbea6e64f777b1f4296,aryl halide,REACTANT,SMILES,C1=CC(=CN=C1)Br
ord-8d4927e597524dbea6e64f777b1f4296,metal and ligand,CATALYST,SMILES,CC(C1CCCC1P(C2CCCCC2)C3CCCCC3)P(C(C)(C)C)C(C)(C)C.C1CCCC1.[Fe]
ord-8d4927e597524dbea6e64f777b1f4296,metal and ligand,CATALYST,SMILES,CC(=O)O.CC(=O)O.[Pd]
ord-8d4927e597524dbea6e64f777b1f4296,metal and ligand,CATALYST,SMILES,CC(C1CCCC1P(C2CCCCC2)C3CCCCC3)P(C(C)(C)C)C(C)(C)C.C1CCCC1.[Fe]
ord-8d4927e597524dbea6e64f777b1f4296,metal and ligand,CATALYST,SMILES,CC(=O)O.CC(=O)O.[Pd]
ord-d32527b9fef34013a5ae697e40e160a3,Base,REAGENT,SMILES,CC(C)(C)[O-].[Na+]
ord-d32527b9fef34013a5ae697e40e160a3,Solvent,SOLVENT,SMILES,COCCOC
ord-d32527b9fef34013a5ae697e40e160a3,amine,REACTANT,SMILES,C1=CC(=CN=C1)N
ord-d32527b9fef34013a5ae697e40e160a3,aryl halide,REACTANT,SMILES,C1=CC(=CN=C1)Br
ord-d32527b9fef34013a5ae697e40e160a3,metal and ligand,CATALYST,SMILES,CC(C1CCCC1P(C2CCCCC2)C3CCCCC3)P(C(C)(C)C)C(C)(C)C.C1CCCC1.[Fe]
ord-d32527b9fef34013a5ae697e40e160a3,metal and ligand,CATALYST,SMILES,CC(=O)O.CC(=O)O.[Pd]
ord-d32527b9fef34013a5ae697e40e160a3,metal and ligand,CATALYST,SMILES,CC(C1CCCC1P(C2CCCCC2)C3CCCCC3)P(C(C)(C)C)C(C)(C)C.C1CCCC1.[Fe]
ord-d32527b9fef34013a5ae697e40e160a3,metal and ligand,CATALYST,SMILES,CC(=O)O.CC(=O)O.[Pd]
ord-700c6d20880044119041252f015d9cec,Base,REAGENT,SMILES,C(=O)([O-])[O-].[Cs+].[Cs+]
ord-700c6d20880044119041252f015d9cec,Solvent,SOLVENT,SMILES,C1COCCO1
ord-700c6d20880044119041252f015d9cec,amine,REACTANT,SMILES,C1C[C@@H](C2=NC(=NN2C1)N)C3=CC=C(C=C3)F
ord-700c6d20880044119041252f015d9cec,aryl halide,REACTANT,SMILES,CN(C)C(=O)C1=CC=C(C=C1)Br
ord-700c6d20880044119041252f015d9cec,metal and ligand,CATALYST,SMILES,C1CCC(CC1)P(C2CCCCC2)C3=CC=CC=C3C4=CC=CC=C4
ord-700c6d20880044119041252f015d9cec,metal and ligand,CATALYST,SMILES,CC(=O)O.CC(=O)O.[Pd]
ord-700c6d20880044119041252f015d9cec,metal and ligand,CATALYST,SMILES,C1CCC(CC1)P(C2CCCCC2)C3=CC=CC=C3C4=CC=CC=C4
ord-700c6d20880044119041252f015d9cec,metal and ligand,CATALYST,SMILES,CC(=O)O.CC(=O)O.[Pd]
ord-16d84022ddba418d9531ecea75eeae83,Base,REAGENT,SMILES,C(=O)([O-])[O-].[Cs+].[Cs+]
ord-16d84022ddba418d9531ecea75eeae83,Solvent,SOLVENT,SMILES,C1COCCO1
ord-16d84022ddba418d9531ecea75eeae83,amine,REACTANT,SMILES,CN(C)C(=O)C1=CC2=C(C(=C1)C3CCCN3)OC(=CC2=O)N4CCOCC4
ord-16d84022ddba418d9531ecea75eeae83,aryl halide,REACTANT,SMILES,C1=C(C=C(C=C1F)Br)C#N
ord-16d84022ddba418d9531ecea75eeae83,metal and ligand,CATALYST,SMILES,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C
ord-16d84022ddba418d9531ecea75eeae83,metal and ligand,CATALYST,SMILES,CC(=O)O.CC(=O)O.[Pd]
ord-16d84022ddba418d9531ecea75eeae83,metal and ligand,CATALYST,SMILES,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C
ord-16d84022ddba418d9531ecea75eeae83,metal and ligand,CATALYST,SMILES,CC(=O)O.CC(=O)O.[Pd]
ord-2ff1a1a6512d42c193b559390cdb44ba,Base,REAGENT,SMILES,C(=O)([O-])[O-].[Cs+].[Cs+]
ord-2ff1a1a6512d42c193b559390cdb44ba,Solvent,SOLVENT,SMILES,C1COCCO1
ord-2ff1a1a6512d42c193b559390cdb44ba,amine,REACTANT,SMILES,CN(C)C(=O)C1=CC2=C(C(=C1)C3CCCN3)OC(=CC2=O)N4CCOCC4
ord-2ff1a1a6512d42c193b559390cdb44ba,aryl halide,REACTANT,SMILES,C1=CC=C(C=C1)Br
ord-2ff1a1a6512d42c193b559390cdb44ba,metal and ligand,CATALYST,SMILES,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C
ord-2ff1a1a6512d42c193b559390cdb44ba,metal and ligand,CATALYST,SMILES,CC(=O)O.CC(=O)O.[Pd]
ord-2ff1a1a6512d42c193b559390cdb44ba,metal and ligand,CATALYST,SMILES,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C
ord-2ff1a1a6512d42c193b559390cdb44ba,metal and ligand,CATALYST,SMILES,CC(=O)O.CC(=O)O.[Pd]
ord-d0512d6367704fadb75940a278af6036,Base,REAGENT,SMILES,C(=O)([O-])[O-].[Cs+].[Cs+]
ord-d0512d6367704fadb75940a278af6036,Solvent,SOLVENT,SMILES,C1COCCO1
ord-d0512d6367704fadb75940a278af6036,amine,REACTANT,SMILES,CN(C)C(=O)C1=CC2=C(C(=C1)C3CCCN3)OC(=CC2=O)N4CCOCC4
ord-d0512d6367704fadb75940a278af6036,aryl halide,REACTANT,SMILES,C1=CC(=CC=C1F)Br
ord-d0512d6367704fadb75940a278af6036,metal and ligand,CATALYST,SMILES,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C
ord-d0512d6367704fadb75940a278af6036,metal and ligand,CATALYST,SMILES,CC(=O)O.CC(=O)O.[Pd]
ord-d0512d6367704fadb75940a278af6036,metal and ligand,CATALYST,SMILES,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C
ord-d0512d6367704fadb75940a278af6036,metal and ligand,CATALYST,SMILES,CC(=O)O.CC(=O)O.[Pd]
ord-a63ed86656ab46e9b98fdae5bdec4fe4,Base,REAGENT,SMILES,C(=O)([O-])[O-].[Cs+].[Cs+]
ord-a63ed86656ab46e9b98fdae5bdec4fe4,Solvent,SOLVENT,SMILES,C1COCCO1
ord-a63ed86656ab46e9b98fdae5bdec4fe4,amine,REACTANT,SMILES,CN(C)C(=O)C1=CC2=C(C(=C1)C3CCCN3)OC(=CC2=O)N4CCOCC4
ord-a63ed86656ab46e9b98fdae5bdec4fe4,aryl halide,REACTANT,SMILES,C1=CC(=CC=C1F)Br
ord-a63ed86656ab46e9b98fdae5bdec4fe4,metal and ligand,CATALYST,SMILES,CC(C)C1=CC(=C(C(=C1)C(C)C)C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C)C
ord-a63ed86656ab46e9b98fdae5bdec4fe4,metal and ligand,CATALYST,SMILES,CC(=O)O.CC(=O)O.[Pd]
ord-a63ed86656ab46e9b98fdae5bdec4fe4,metal and ligand,CATALYST,SMILES,CC(C)C1=CC(=C(C(=C1)C(C)C)C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C)C
ord-a63ed86656ab46e9b98fdae5bdec4fe4,metal and ligand,CATALYST,SMILES,CC(=O)O.CC(=O)O.[Pd]
ord-3af268f385e348b58c53e9a70feadd8e,Base,REAGENT,SMILES,C(=O)([O-])[O-].[Cs+].[Cs+]
ord-3af268f385e348b58c53e9a70feadd8e,Solvent,SOLVENT,SMILES,C1COCCO1
ord-3af268f385e348b58c53e9a70feadd8e,amine,REACTANT,SMILES,CN(C)C(=O)C1=CC2=C(C(=C1)C3CCCN3)OC(=CC2=O)N4CCOCC4
ord-3af268f385e348b58c53e9a70feadd8e,aryl halide,REACTANT,SMILES,C1=CC(=CC=C1F)Br
ord-3af268f385e348b58c53e9a70feadd8e,metal and ligand,CATALYST,SMILES,C1CCC(CC1)P(C2CCCCC2)C3=CC=CC=C3C4=CC=CC=C4
ord-3af268f385e348b58c53e9a70feadd8e,metal and ligand,CATALYST,SMILES,CC(=O)O.CC(=O)O.[Pd]
ord-3af268f385e348b58c53e9a70feadd8e,metal and ligand,CATALYST,SMILES,C1CCC(CC1)P(C2CCCCC2)C3=CC=CC=C3C4=CC=CC=C4
ord-3af268f385e348b58c53e9a70feadd8e,metal and ligand,CATALYST,SMILES,CC(=O)O.CC(=O)O.[Pd]
ord-02be984aa68b424aad9a285d9b990afb,Base,REAGENT,SMILES,C(=O)([O-])[O-].[Cs+].[Cs+]
ord-02be984aa68b424aad9a285d9b990afb,Solvent,SOLVENT,SMILES,C1COCCO1
ord-02be984aa68b424aad9a285d9b990afb,amine,REACTANT,SMILES,CN(C)C(=O)C1=CC2=C(C(=C1)C3CCCN3)OC(=CC2=O)N4CCOCC4
ord-02be984aa68b424aad9a285d9b990afb,aryl halide,REACTANT,SMILES,C1=CC(=CC=C1F)Br
ord-02be984aa68b424aad9a285d9b990afb,metal and ligand,CATALYST,SMILES,C1CCC(CC1)P(C2CCCCC2)C3=CC=CC=C3C4=CC=CC=C4
ord-02be984aa68b424aad9a285d9b990afb,metal and ligand,CATALYST,SMILES,CC(=O)O.CC(=O)O.[Pd]
ord-02be984aa68b424aad9a285d9b990afb,metal and ligand,CATALYST,SMILES,C1CCC(CC1)P(C2CCCCC2)C3=CC=CC=C3C4=CC=CC=C4
ord-02be984aa68b424aad9a285d9b990afb,metal and ligand,CATALYST,SMILES,CC(=O)O.CC(=O)O.[Pd]
ord-3e57a399433c4f5aa6087180dd878e52,Base,REAGENT,SMILES,C(=O)([O-])[O-].[Cs+].[Cs+]
ord-3e57a399433c4f5aa6087180dd878e52,Solvent,SOLVENT,SMILES,C1COCCO1
ord-3e57a399433c4f5aa6087180dd878e52,amine,REACTANT,SMILES,CN(C)C(=O)C1=CC2=C(C(=C1)C3CCCN3)OC(=CC2=O)N4CCOCC4
ord-3e57a399433c4f5aa6087180dd878e52,aryl halide,REACTANT,SMILES,C1=CC(=CC=C1F)Br
ord-3e57a399433c4f5aa6087180dd878e52,metal and ligand,CATALYST,SMILES,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C
ord-3e57a399433c4f5aa6087180dd878e52,metal and ligand,CATALYST,SMILES,CC(=O)O.CC(=O)O.[Pd]
ord-3e57a399433c4f5aa6087180dd878e52,metal and ligand,CATALYST,SMILES,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C
ord-3e57a399433c4f5aa6087180dd878e52,metal and ligand,CATALYST,SMILES,CC(=O)O.CC(=O)O.[Pd]
ord-a7df51f0be0a4af98f3bfe87d6600255,Base,REAGENT,SMILES,C(=O)([O-])[O-].[Cs+].[Cs+]
ord-a7df51f0be0a4af98f3bfe87d6600255,Solvent,SOLVENT,SMILES,CC1=CC=CC=C1
ord-a7df51f0be0a4af98f3bfe87d6600255,amine,REACTANT,SMILES,CCOC(=O)CN.Cl
ord-a7df51f0be0a4af98f3bfe87d6600255,aryl halide,REACTANT,SMILES,C1=C(C=NC(=C1N)Br)F
ord-a7df51f0be0a4af98f3bfe87d6600255,metal and ligand,CATALYST,SMILES,C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8
ord-a7df51f0be0a4af98f3bfe87d6600255,metal and ligand,CATALYST,SMILES,CC(=O)O.CC(=O)O.[Pd]
ord-a7df51f0be0a4af98f3bfe87d6600255,metal and ligand,CATALYST,SMILES,C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8
ord-a7df51f0be0a4af98f3bfe87d6600255,metal and ligand,CATALYST,SMILES,CC(=O)O.CC(=O)O.[Pd]
ord-74ae5f362208460ebf2f7ad1b936b06b,Base,REAGENT,SMILES,CC(C)(C)[O-].[Na+]
ord-74ae5f362208460ebf2f7ad1b936b06b,Solvent,SOLVENT,SMILES,CC1=CC=CC=C1
ord-74ae5f362208460ebf2f7ad1b936b06b,amine,REACTANT,SMILES,CC(C1=CC=CC=C1)N
ord-74ae5f362208460ebf2f7ad1b936b06b,aryl halide,REACTANT,SMILES,C1=CN=C(C=N1)Cl
ord-74ae5f362208460ebf2f7ad1b936b06b,metal and ligand,CATALYST,SMILES,C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8
ord-74ae5f362208460ebf2f7ad1b936b06b,metal and ligand,CATALYST,SMILES,CC(=O)O.CC(=O)O.[Pd]
ord-74ae5f362208460ebf2f7ad1b936b06b,metal and ligand,CATALYST,SMILES,C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8
ord-74ae5f362208460ebf2f7ad1b936b06b,metal and ligand,CATALYST,SMILES,CC(=O)O.CC(=O)O.[Pd]
ord-0a36562a530a4f6bb99c0bf4c44fc018,Base,REAGENT,SMILES,C(=O)([O-])[O-].[Cs+].[Cs+]
ord-0a36562a530a4f6bb99c0bf4c44fc018,Solvent,SOLVENT,SMILES,CC(=O)N(C)C
ord-0a36562a530a4f6bb99c0bf4c44fc018,amine,REACTANT,SMILES,CS(=O)(=O)C1=CC=C(C=C1)N
ord-0a36562a530a4f6bb99c0bf4c44fc018,aryl halide,REACTANT,SMILES,CC1=NC(=C(C=C1)OC2=CC(=NC=C2)Cl)C
ord-0a36562a530a4f6bb99c0bf4c44fc018,metal and ligand,CATALYST,SMILES,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C
ord-0a36562a530a4f6bb99c0bf4c44fc018,metal and ligand,CATALYST,SMILES,CC(=O)O.CC(=O)O.[Pd]
ord-0a36562a530a4f6bb99c0bf4c44fc018,metal and ligand,CATALYST,SMILES,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C
ord-0a36562a530a4f6bb99c0bf4c44fc018,metal and ligand,CATALYST,SMILES,CC(=O)O.CC(=O)O.[Pd]
ord-7897aa67f78748769844b414acdceeae,Base,REAGENT,SMILES,C(=O)([O-])[O-].[Cs+].[Cs+]
ord-7897aa67f78748769844b414acdceeae,Solvent,SOLVENT,SMILES,CC(=O)N(C)C
ord-7897aa67f78748769844b414acdceeae,amine,REACTANT,SMILES,C1COCCN1CCNS(=O)(=O)C2=CC=C(C=C2)N
ord-7897aa67f78748769844b414acdceeae,aryl halide,REACTANT,SMILES,CC1=NC(=C(C=C1)OC2=CC(=NC=C2)Cl)C
ord-7897aa67f78748769844b414acdceeae,metal and ligand,CATALYST,SMILES,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C
ord-7897aa67f78748769844b414acdceeae,metal and ligand,CATALYST,SMILES,CC(=O)O.CC(=O)O.[Pd]
ord-7897aa67f78748769844b414acdceeae,metal and ligand,CATALYST,SMILES,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C
ord-7897aa67f78748769844b414acdceeae,metal and ligand,CATALYST,SMILES,CC(=O)O.CC(=O)O.[Pd]
ord-067637c197bb4672875d64a38b7940ee,Base,REAGENT,SMILES,C(=O)([O-])[O-].[Cs+].[Cs+]
ord-067637c197bb4672875d64a38b7940ee,Solvent,SOLVENT,SMILES,CC(=O)N(C)C
ord-067637c197bb4672875d64a38b7940ee,amine,REACTANT,SMILES,CC(COC)NS(=O)(=O)C1=CC=C(C=C1)N
ord-067637c197bb4672875d64a38b7940ee,aryl halide,REACTANT,SMILES,CC1=NC(=C(C=C1)OC2=CC(=NC=C2)Cl)C
ord-067637c197bb4672875d64a38b7940ee,metal and ligand,CATALYST,SMILES,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C
ord-067637c197bb4672875d64a38b7940ee,metal and ligand,CATALYST,SMILES,CC(=O)O.CC(=O)O.[Pd]
ord-067637c197bb4672875d64a38b7940ee,metal and ligand,CATALYST,SMILES,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C
ord-067637c197bb4672875d64a38b7940ee,metal and ligand,CATALYST,SMILES,CC(=O)O.CC(=O)O.[Pd]
ord-bbf1fab9fbf9435cba74991837eb9bf4,Base,REAGENT,SMILES,CC(C)(C)[O-].[Na+]
ord-bbf1fab9fbf9435cba74991837eb9bf4,Solvent,SOLVENT,SMILES,CC1=CC=CC=C1
ord-bbf1fab9fbf9435cba74991837eb9bf4,amine,REACTANT,SMILES,C1COCCC1CN
ord-bbf1fab9fbf9435cba74991837eb9bf4,aryl halide,REACTANT,SMILES,COC1=C(C=C(C=C1)I)Br
ord-bbf1fab9fbf9435cba74991837eb9bf4,metal and ligand,CATALYST,SMILES,C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8
ord-bbf1fab9fbf9435cba74991837eb9bf4,metal and ligand,CATALYST,SMILES,CC(=O)O.CC(=O)O.[Pd]
ord-bbf1fab9fbf9435cba74991837eb9bf4,metal and ligand,CATALYST,SMILES,C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8
ord-bbf1fab9fbf9435cba74991837eb9bf4,metal and ligand,CATALYST,SMILES,CC(=O)O.CC(=O)O.[Pd]
ord-6117c2ee846f49c3a77484ecf172e880,Base,REAGENT,SMILES,CC(C)(C)[O-].[Na+]
ord-6117c2ee846f49c3a77484ecf172e880,Solvent,SOLVENT,SMILES,C1COCCO1
ord-6117c2ee846f49c3a77484ecf172e880,amine,REACTANT,SMILES,C1COCCC1CN
ord-6117c2ee846f49c3a77484ecf172e880,aryl halide,REACTANT,SMILES,COC1=C(C=C(C=C1)I)Br
ord-6117c2ee846f49c3a77484ecf172e880,metal and ligand,CATALYST,SMILES,C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8
ord-6117c2ee846f49c3a77484ecf172e880,metal and ligand,CATALYST,SMILES,CC(=O)O.CC(=O)O.[Pd]
ord-6117c2ee846f49c3a77484ecf172e880,metal and ligand,CATALYST,SMILES,C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8
ord-6117c2ee846f49c3a77484ecf172e880,metal and ligand,CATALYST,SMILES,CC(=O)O.CC(=O)O.[Pd]
ord-5211120ee16b4ae79338b46c711839b3,Base,REAGENT,SMILES,C(=O)([O-])[O-].[Cs+].[Cs+]
ord-5211120ee16b4ae79338b46c711839b3,Solvent,SOLVENT,SMILES,C1COCCO1
ord-5211120ee16b4ae79338b46c711839b3,amine,REACTANT,SMILES,COC(=O)C1=CC2=C(C(=C1)C3CCCN3)OC(=CC2=O)N4CCOCC4
ord-5211120ee16b4ae79338b46c711839b3,aryl halide,REACTANT,SMILES,C1=CC(=CC(=C1)Br)F
ord-5211120ee16b4ae79338b46c711839b3,metal and ligand,CATALYST,SMILES,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C
ord-5211120ee16b4ae79338b46c711839b3,metal and ligand,CATALYST,SMILES,CC(=O)O.CC(=O)O.[Pd]
ord-5211120ee16b4ae79338b46c711839b3,metal and ligand,CATALYST,SMILES,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C
ord-5211120ee16b4ae79338b46c711839b3,metal and ligand,CATALYST,SMILES,CC(=O)O.CC(=O)O.[Pd]
ord-62d2a6fe53094d4f9d23ca6c92514364,Base,REAGENT,SMILES,C(=O)([O-])[O-].[Cs+].[Cs+]
ord-62d2a6fe53094d4f9d23ca6c92514364,Solvent,SOLVENT,SMILES,C1COCCO1
